Power True,Current [A],Voltage [V],h2 flow [NL/h],production rate [%],stack state,Power [W],h2 flow [kg/h],efficiency lhv
True,2.475,37.78,23.8,80.0,rampup1,93.50550000000001,0.001963696369636964,0.6999588259514147
True,2.52,37.842,24.239,80.0,rampup1,95.36184,0.001999917491749175,0.6989929095327858
True,2.644,37.968,25.424,80.0,rampup1,100.38739200000002,0.0020976897689768976,0.6964619620758749
True,2.797,38.108,26.899,80.0,rampup1,106.588076,0.0022193894389438943,0.6940011751408289
True,2.844,38.158,27.352,80.0,rampup1,108.521352,0.002256765676567657,0.6931170558951386
True,2.992,38.304,28.78,80.0,rampup1,114.605568,0.0023745874587458747,0.6905859931691974
True,3.135,38.438,30.152,80.0,rampup1,120.50313,0.002487788778877888,0.6880983091476545
True,3.181,38.482,30.592,80.0,rampup1,122.411242,0.002524092409240924,0.6872571393401923
True,3.363,38.638,32.348,80.0,rampup1,129.939594,0.002668976897689769,0.6846027239395561
True,3.495,38.749,33.609,80.0,rampup1,135.42775500000002,0.0027730198019801982,0.6824653484066098
True,3.597,38.821,34.591,80.0,rampup1,139.639137,0.002854042904290429,0.6812219843495595
True,3.782,38.952,36.376,80.0,rampup1,147.316464,0.003001320132013201,0.6790415496261163
True,3.949,39.065,37.982,80.0,rampup1,154.26768499999997,0.0031338283828382836,0.6770731018618709
True,4.044,39.137,38.893,80.0,rampup1,158.270028,0.003208993399339934,0.6757801925706363
True,4.252,39.27,40.891,80.0,rampup1,166.97604,0.0033738448844884486,0.6734514125499681
True,4.434,39.395,42.648,80.0,rampup1,174.67743000000002,0.003518811881188119,0.6714204576973682
True,4.535,39.456,43.617,80.0,rampup1,178.93296,0.0035987623762376237,0.6703446363375423
True,4.757,39.594,45.752,80.0,rampup1,188.348658,0.0037749174917491753,0.6680058214165774
True,4.985,39.738,47.947,80.0,rampup1,198.09393,0.003956023102310231,0.6656147919322918
True,5.072,39.785,48.78,80.0,rampup1,201.78951999999998,0.004024752475247525,0.6647768427220602
True,5.333,39.934,51.288,80.0,rampup1,212.968022,0.004231683168316832,0.6622684414094808
True,5.533,40.043,53.217,80.0,rampup2,221.557919,0.004390841584158416,0.6605349547447229
True,5.651,40.101,54.346,80.0,rampup2,226.610751,0.004483993399339934,0.6595075447236834
True,5.714,40.126,54.954,80.0,rampup2,229.279964,0.004534158415841584,0.6591221376849135
True,5.791,40.144,55.695,80.0,rampup2,232.473904,0.00459529702970297,0.6588320123879365
True,5.827,40.142,56.036,80.0,rampup2,233.90743400000002,0.004623432343234323,0.6588033452583639
True,5.893,40.165,56.676,80.0,rampup2,236.692345,0.004676237623762377,0.6584877090131496
True,5.954,40.178,57.262,80.0,rampup2,239.21981199999996,0.004724587458745874,0.6582669666172968
True,5.988,40.185,57.59,80.0,rampup2,240.62778000000003,0.004751650165016502,0.6581638246423583
True,6.076,40.201,58.431,80.0,rampup2,244.26127599999998,0.004821039603960396,0.657841687521521
True,6.123,40.206,58.884,80.0,rampup2,246.18133800000004,0.004858415841584159,0.6577712239097505
True,6.157,40.222,59.217,80.0,rampup2,247.64685400000002,0.004885891089108911,0.6575764939860692
True,6.235,40.238,59.96,80.0,rampup2,250.88393000000002,0.0049471947194719475,0.6572361968341296
True,6.295,40.246,60.537,80.0,rampup2,253.34857000000002,0.00499480198019802,0.6571055443494312
True,6.334,40.258,60.914,80.0,rampup2,254.994172,0.005025907590759076,0.6569307003612614
True,6.396,40.278,61.517,80.0,rampup2,257.618088,0.005075660066006601,0.6566765218752807
True,6.456,40.288,62.09,80.0,rampup2,260.099328,0.0051229372937293734,0.6564703619687936
True,6.496,40.297,62.473,80.0,rampup2,261.769312,0.005154537953795379,0.656305923285614
True,6.555,40.312,63.042,80.0,rampup2,264.24516,0.005201485148514852,0.656078241887193
True,6.59,40.321,63.383,80.0,rampup2,265.71538999999996,0.005229620462046205,0.6559772469332695
True,6.621,40.333,63.677,80.0,rampup2,267.044793,0.005253877887788779,0.6557392414687523
True,6.692,40.341,64.361,80.0,rampup2,269.961972,0.005310313531353136,0.6556210442854522
True,6.764,40.363,65.049,80.0,rampup2,273.015332,0.005367079207920793,0.6552186966554685
True,6.768,40.364,65.092,80.0,rampup2,273.18355199999996,0.005370627062706271,0.6552480875568967
True,6.837,40.383,65.759,80.0,rampup2,276.098571,0.005425660066006601,0.6549735094427562
True,6.895,40.399,66.315,80.0,rampup2,278.551105,0.005471534653465346,0.6546958411814592
True,6.909,40.399,66.449,80.0,rampup2,279.116691,0.005482590759075907,0.6546894395505711
True,6.994,40.425,67.263,80.0,rampup2,282.73245,0.005549752475247525,0.6542342415948365
True,7.028,40.434,67.588,80.0,rampup2,284.170152,0.005576567656765676,0.6540693971265498
True,7.041,40.435,67.713,80.0,rampup2,284.70283500000005,0.0055868811881188115,0.6540530233919165
True,7.122,40.463,68.496,80.0,rampup2,288.177486,0.005651485148514851,0.6536388481090434
True,7.169,40.478,68.95,80.0,rampup2,290.186782,0.005688943894389439,0.653415357836664
True,7.194,40.481,69.19,80.0,rampup2,291.22031400000003,0.005708745874587458,0.6533627321066618
True,7.255,40.502,69.772,80.0,rampup2,293.84201,0.005756765676567657,0.6529801507960008
True,7.293,40.512,70.135,80.0,rampup2,295.454016,0.005786716171617162,0.6527961698107362
True,7.307,40.518,70.274,80.0,rampup2,296.06502600000005,0.005798184818481848,0.6527400504239225
True,7.396,40.545,71.133,80.0,rampup2,299.87082,0.005869059405940594,0.6523333947597836
True,7.427,40.55,71.427,80.0,rampup2,301.16484999999994,0.0058933168316831685,0.652215057633718
True,7.445,40.555,71.603,80.0,rampup2,301.931975,0.005907838283828382,0.652160971026669
True,7.489,40.564,72.029,80.0,rampup2,303.783796,0.005942986798679868,0.6520418554516976
True,7.565,40.595,72.755,80.0,rampup2,307.101175,0.0060028877887788774,0.6514994610489523
True,7.577,40.6,72.876,80.0,rampup2,307.6262,0.0060128712871287135,0.6514692181615221
True,7.608,40.604,73.174,80.0,rampup2,308.915232,0.006037458745874588,0.6514036187118155
True,7.664,40.625,73.712,80.0,rampup2,311.34999999999997,0.0060818481848184825,0.6510615063433436
True,7.69,40.639,73.96,80.0,rampup2,312.51391,0.006102310231023101,0.6508190307433034
True,7.723,40.637,74.278,80.0,rampup2,313.839551,0.006128547854785479,0.6508564626387705
True,7.792,40.661,74.94,80.0,rampup2,316.830512,0.006183168316831683,0.6504581856686832
True,7.811,40.67,75.124,80.0,rampup2,317.67337000000003,0.006198349834983498,0.6503252066737604
True,7.848,40.677,75.477,80.0,rampup2,319.233096,0.006227475247524753,0.6501886947210511
True,7.914,40.701,76.113,80.0,rampup2,322.107714,0.006279950495049505,0.6498160115469945
True,7.936,40.708,76.324,80.0,rampup2,323.05868799999996,0.006297359735973597,0.6496992893130302
True,7.964,40.712,76.595,80.0,rampup2,324.23036800000006,0.0063197194719471946,0.6496499735644748
True,8.026,40.73,77.188,80.0,rampup2,326.89898,0.006368646864686469,0.6493351554660708
True,8.027,40.731,77.198,80.0,rampup2,326.94773699999996,0.006369471947194719,0.6493224328388607
True,8.079,40.744,77.702,80.0,rampup2,329.17077600000005,0.006411056105610561,0.6491478453725186
True,8.135,40.764,78.237,80.0,rampup2,331.61514,0.00645519801980198,0.6487995391284005
True,8.162,40.77,78.495,80.0,rampup2,332.7647400000001,0.006476485148514852,0.6486902728936965
True,8.203,40.792,78.892,80.0,rampup2,334.616776,0.006509240924092409,0.6483625913603327
True,8.25,40.798,79.347,80.0,rampup2,336.5835,0.006546782178217822,0.6482915829207313
True,8.283,40.81,79.658,80.0,rampup2,338.02923,0.006572442244224422,0.6480489867695761
True,8.335,40.828,80.165,80.0,rampup2,340.30138000000005,0.006614273927392739,0.6478191478388949
True,8.364,40.841,80.44,80.0,rampup2,341.594124,0.0066369636963696365,0.6475813969212186
True,8.399,40.85,80.773,80.0,rampup2,343.09914999999995,0.006664438943894389,0.647409793932745
True,8.443,40.868,81.202,80.0,rampup2,345.048524,0.00669983498349835,0.6471712946669496
True,8.5,40.887,81.744,80.0,rampup2,347.5395,0.006744554455445545,0.646821440440583
True,8.524,40.894,81.975,80.0,rampup2,348.58045599999997,0.0067636138613861385,0.6467122471146232
True,8.553,40.904,82.254,80.0,rampup2,349.8519120000001,0.006786633663366337,0.6465549915302448
True,8.6,40.923,82.711,80.0,rampup2,351.9378,0.0068243399339933996,0.646293890568163
True,8.638,40.931,83.078,80.0,rampup2,353.56197799999995,0.006854620462046205,0.6461794938821166
True,8.673,40.948,83.412,80.0,rampup2,355.142004,0.006882178217821782,0.6458909321241539
True,8.71,40.957,83.77,80.0,rampup2,356.73547,0.0069117161716171615,0.6457656145042151
True,8.722,40.964,83.881,80.0,rampup2,357.288008,0.006920874587458746,0.6456213050397147
True,8.776,40.979,84.398,80.0,rampup2,359.63170399999996,0.006963531353135313,0.6453671837564132
True,8.822,40.999,84.846,80.0,rampup2,361.693178,0.007000495049504951,0.64509510876094
True,8.84,41.005,85.017,80.0,rampup2,362.48420000000004,0.007014603960396039,0.6449846641591549
True,8.883,41.02,85.432,80.0,rampup2,364.38066,0.007048844884488449,0.6447597959781949
True,8.915,41.03,85.738,80.0,rampup2,365.78245,0.007074092409240924,0.6445894274041851
True,8.93,41.032,85.882,80.0,rampup2,366.41576,0.007085973597359736,0.6445560638548953
True,8.978,41.056,86.347,80.0,rampup2,368.60076799999996,0.007124339933993399,0.6442044363835943
True,9.009,41.067,86.642,80.0,rampup2,369.972603,0.0071486798679867986,0.6440084970291705
True,9.034,41.072,86.885,80.0,rampup2,371.04444800000005,0.007168729372937294,0.6439491313989422
True,9.073,41.096,87.258,80.0,rampup2,372.864008,0.007199504950495049,0.6435576908780103
True,9.121,41.113,87.717,80.0,rampup2,374.991673,0.007237376237623762,0.643272284075492
True,9.141,41.121,87.91,80.0,rampup2,375.887061,0.007253300330033003,0.6431519599446919
True,9.167,41.124,88.165,80.0,rampup2,376.98370800000004,0.0072743399339933994,0.6431411884780972
True,9.207,41.146,88.543,80.0,rampup2,378.831222,0.007305528052805281,0.6427486327935241
True,9.231,41.153,88.78,80.0,rampup2,379.88334299999997,0.007325082508250825,0.6426841410627473
True,9.282,41.171,89.269,80.0,rampup2,382.149222,0.007365429042904291,0.6423923846167087
True,9.318,41.187,89.613,80.0,rampup2,383.780466,0.007393811881188119,0.6421268715641197
True,9.34,41.189,89.83,80.0,rampup2,384.70526,0.007411716171617162,0.6421344485905911
True,9.373,41.201,90.143,80.0,rampup2,386.176973,0.007437541254125412,0.6419161869602205
True,9.429,41.227,90.685,80.0,rampup2,388.729383,0.0074822607260726075,0.6415356309713279
True,9.444,41.236,90.822,80.0,rampup2,389.432784,0.0074935643564356435,0.6413443096254576
True,9.462,41.236,90.996,80.0,rampup2,390.175032,0.007507920792079207,0.6413506233786892
True,9.511,41.255,91.471,80.0,rampup2,392.376305,0.007547112211221122,0.6410816524713439
True,9.515,41.257,91.513,80.0,rampup2,392.560355,0.007550577557755776,0.6410753067512382
True,9.553,41.274,91.873,80.0,rampup2,394.29052200000007,0.0075802805280528055,0.640773074428606
True,9.592,41.291,92.253,80.0,rampup2,396.063272,0.007611633663366336,0.6405434887181359
True,9.619,41.299,92.51,80.0,rampup2,397.25508099999996,0.007632838283828383,0.6404008712981069
True,9.648,41.31,92.789,80.0,rampup2,398.55888,0.007655858085808581,0.6402309992440767
True,9.698,41.326,93.268,80.0,rampup2,400.77954800000003,0.007695379537953796,0.6399702811182371
True,9.714,41.33,93.42,80.0,rampup2,401.47962,0.007707920792079208,0.6398954945708077
True,9.752,41.355,93.785,80.0,rampup2,403.29395999999997,0.007738036303630362,0.6395056102501511
True,9.768,41.378,93.94,80.0,rampup2,404.18030400000004,0.0077508250825082505,0.6391578150725522
True,9.778,41.362,94.035,80.0,rampup2,404.43763600000005,0.007758663366336634,0.6393970960704556
True,9.785,41.367,94.11,80.0,rampup2,404.776095,0.007764851485148515,0.6393719965108117
True,9.786,41.384,94.114,80.0,rampup2,404.98382399999997,0.007765181518151815,0.639071203989619
True,9.808,41.389,94.323,80.0,rampup2,405.94331200000005,0.007782425742574257,0.6389765327627813
True,9.87,41.415,94.924,80.0,rampup2,408.76604999999995,0.007832013201320133,0.6386073403111635
True,9.931,41.43,95.515,80.0,rampup2,411.44132999999994,0.007880775577557756,0.6384051159857956
True,9.968,41.443,95.863,80.0,rampup2,413.103824,0.007909488448844884,0.6381525289390688
True,9.996,41.453,96.14,80.0,rampup2,414.36418800000007,0.007932343234323432,0.6380498306962761
True,10.071,41.477,96.859,80.0,rampup2,417.71486699999997,0.007991666666666666,0.6376652378044279
True,10.095,41.483,97.089,80.0,rampup2,418.770885,0.008010643564356436,0.6375676045386965
True,10.125,41.489,97.372,80.0,rampup2,420.076125,0.008033993399339934,0.6374392260450412
True,10.176,41.508,97.869,80.0,rampup2,422.38540800000004,0.008075,0.6371899807675174
True,10.177,41.507,97.879,80.0,rampup2,422.41673899999995,0.008075825082508252,0.6372078214447844
True,10.241,41.535,98.488,80.0,rampup2,425.35993499999995,0.008126072607260726,0.6367360386210328
True,10.281,41.545,98.881,80.0,rampup2,427.12414500000006,0.008158498349834984,0.636636334384702
True,10.291,41.546,98.97,80.0,rampup2,427.549886,0.008165841584158416,0.6365748393627217
True,10.364,41.578,99.678,80.0,rampup2,430.9143920000001,0.008224257425742574,0.6361228705491924
True,10.385,41.582,99.88,80.0,rampup2,431.82907,0.00824092409240924,0.6360618566045125
True,10.403,41.589,100.046,80.0,rampup2,432.650367,0.008254620462046206,0.6359095495693872
True,10.463,41.613,100.625,80.0,rampup2,435.39681899999994,0.008302392739273927,0.6355552864064448
True,10.488,41.621,100.871,80.0,rampup2,436.521048,0.008322689768976897,0.6354682122911057
True,10.522,41.632,101.198,80.0,rampup2,438.051904,0.008349669966996699,0.6353002862418786
True,10.573,41.649,101.682,80.0,rampup2,440.35487700000004,0.00838960396039604,0.6350003476854872
True,10.586,41.655,101.814,80.0,rampup2,440.95983,0.00840049504950495,0.6349523946432943
True,10.61,41.659,102.045,80.0,rampup2,442.00199,0.008419554455445545,0.634892503538276
True,10.661,41.684,102.531,80.0,rampup2,444.39312399999994,0.008459653465346535,0.6344838269819855
True,10.71,41.7,103.007,80.0,rampup2,446.6070000000001,0.008498927392739275,0.6342696151202287
True,10.736,41.713,103.256,80.0,rampup2,447.83076800000003,0.00851947194719472,0.634065411066173
True,10.763,41.72,103.517,80.0,rampup2,449.03236,0.008541006600660065,0.6339671154212582
True,10.812,41.74,103.987,80.0,rampup2,451.29287999999997,0.008579785478547854,0.633655576396419
True,10.833,41.743,104.186,80.0,rampup2,452.20191900000003,0.008596204620462046,0.6335919596130682
True,10.861,41.756,104.454,80.0,rampup2,453.51191600000004,0.008618316831683168,0.633386885472707
True,10.912,41.772,104.944,80.0,rampup2,455.81606400000004,0.008658745874587459,0.6331413541406035
True,10.932,41.775,105.141,80.0,rampup2,456.6843,0.008675,0.6331239107628619
True,10.956,41.793,105.37,80.0,rampup2,457.88410799999997,0.008693894389438944,0.6328402644627273
True,11.017,41.813,105.96,80.0,rampup2,460.653821,0.008742574257425742,0.6325574362271489
True,11.018,41.814,105.963,80.0,rampup2,460.706652,0.008742821782178218,0.6325028057116049
True,11.068,41.831,106.447,80.0,rampup2,462.98550800000004,0.008782755775577559,0.6322643904439444
True,11.117,41.849,106.919,80.0,rampup2,465.235333,0.008821699669966996,0.631996817834126
True,11.123,41.853,106.973,80.0,rampup2,465.530919,0.00882615511551155,0.6319145259608416
True,11.166,41.864,107.39,80.0,rampup2,467.453424,0.008860561056105611,0.6317688240957242
True,11.224,41.886,107.949,80.0,rampup2,470.12846400000006,0.008906683168316831,0.6314438982788328
True,11.227,41.886,107.972,80.0,rampup2,470.25412200000005,0.008908580858085808,0.6314096700251783
True,11.268,41.9,108.365,80.0,rampup2,472.1292,0.008941006600660066,0.6311911019271843
True,11.307,41.913,108.745,80.0,rampup2,473.910291,0.008972359735973597,0.631023963140737
True,11.342,41.928,109.085,80.0,rampup2,475.547376,0.009000412541254124,0.6308178010007566
True,11.358,41.937,109.234,80.0,rampup2,476.320446,0.009012706270627063,0.6306542213810405
True,11.413,41.956,109.767,80.0,rampup2,478.84382800000003,0.009056683168316832,0.6303918571129625
True,11.445,41.969,110.075,80.0,rampup2,480.33520500000003,0.009082095709570958,0.630197926050413
True,11.472,41.975,110.329,80.0,rampup2,481.5372,0.009103052805280527,0.6300754126576305
True,11.536,41.994,110.942,80.0,rampup2,484.44278399999996,0.009153630363036304,0.6297761264620262
True,11.562,42.006,111.198,80.0,rampup2,485.673372,0.009174752475247525,0.6296299480878271
True,11.58,42.011,111.37,80.0,rampup2,486.48738000000003,0.009188943894389439,0.6295487048399898
True,11.624,42.027,111.789,80.0,rampup2,488.52184800000003,0.009223514851485148,0.6292855708676512
True,11.657,42.039,112.106,80.0,rampup2,490.048623,0.0092496699669967,0.6291039001654332
True,11.69,42.05,112.426,80.0,rampup2,491.56449999999995,0.009276072607260726,0.6289540843571901
True,11.753,42.071,113.032,80.0,rampup2,494.460463,0.009326072607260726,0.628640757471442
True,11.783,42.081,113.32,80.0,rampup2,495.840423,0.00934983498349835,0.628488492556808
True,11.797,42.086,113.454,80.0,rampup2,496.488542,0.009360891089108911,0.6284102725577099
True,11.865,42.113,114.109,80.0,rampup2,499.670745,0.009414933993399339,0.6280130528754488
True,11.879,42.116,114.25,80.0,rampup2,500.29596399999997,0.009426567656765677,0.6280032672820043
True,11.896,42.126,114.405,80.0,rampup2,501.130896,0.009439356435643564,0.6278075299512165
True,11.932,42.132,114.758,80.0,rampup2,502.719024,0.009468481848184818,0.6277552368895433
True,11.946,42.135,114.888,80.0,rampup2,503.34470999999996,0.00947920792079208,0.6276851504012033
True,12.031,42.168,115.71,80.0,rampup2,507.323208,0.009547029702970297,0.6272184969704757
True,12.046,42.173,115.85,80.0,rampup2,508.015958,0.009558580858085808,0.627121048036054
True,12.073,42.177,116.108,80.0,rampup2,509.202921,0.00957986798679868,0.6270525694804489
True,12.129,42.196,116.654,80.0,rampup2,511.795284,0.009624917491749175,0.6268101915530742
True,12.153,42.209,116.882,80.0,rampup2,512.9659770000001,0.009643729372937294,0.6266019861196369
True,12.187,42.219,117.204,80.0,rampup2,514.522953,0.00967029702970297,0.626426864186951
True,12.233,42.237,117.651,80.0,rampup2,516.6852210000001,0.009707178217821782,0.6261844481903615
True,12.267,42.243,117.981,80.0,rampup2,518.194881,0.009734405940594059,0.6261114532314339
True,12.307,42.254,118.365,80.0,rampup2,520.019978,0.009766089108910891,0.6259447016860571
True,12.346,42.272,118.737,80.0,rampup2,521.8901119999999,0.009796782178217821,0.6256618826301887
True,12.399,42.283,119.25,80.0,rampup2,524.266917,0.00983910891089109,0.625516295929083
True,12.418,42.294,119.434,80.0,rampup2,525.2068919999999,0.009854290429042904,0.6253602247093132
True,12.456,42.311,119.791,80.0,rampup2,527.025816,0.009883745874587459,0.6250647311743833
True,12.497,42.322,120.193,80.0,rampup2,528.898034,0.009916914191419142,0.6249422927520278
True,12.53,42.335,120.51,80.0,rampup2,530.45755,0.009943069306930693,0.6247483893857294
True,12.577,42.345,120.961,80.0,rampup2,532.5730649999999,0.009980280528052806,0.6245955191143586
True,12.614,42.354,121.316,80.0,rampup2,534.253356,0.01000957095709571,0.6244584077072227
True,12.62,42.356,121.374,80.0,rampup2,534.53272,0.010014356435643563,0.6244304371115016
True,12.675,42.368,121.898,80.0,rampup2,537.0144,0.010057590759075908,0.6242281398785582
True,12.725,42.395,122.383,80.0,rampup2,539.4763750000001,0.010097607260726072,0.62385169322753
True,12.737,42.395,122.499,80.0,rampup2,539.9851150000001,0.010107178217821781,0.6238546964391786
True,12.78,42.412,122.906,80.0,rampup2,542.02536,0.010140759075907592,0.6235713768079043
True,12.826,42.428,123.356,80.0,rampup2,544.181528,0.010177887788778877,0.6233747059492251
True,12.848,42.432,123.568,80.0,rampup2,545.1663360000001,0.010195379537953795,0.6233180179342548
True,12.892,42.445,123.985,80.0,rampup2,547.20094,0.010229785478547854,0.6230960604709488
True,12.947,42.467,124.514,80.0,rampup2,549.820249,0.010273432343234324,0.6227735348466585
True,12.968,42.475,124.717,80.0,rampup2,550.8158,0.010290181518151816,0.6226614232925055
True,13.037,42.49,125.379,80.0,rampup2,553.94213,0.01034480198019802,0.6224337007910916
True,13.052,42.492,125.528,80.0,rampup2,554.6055839999999,0.010357095709570958,0.6224279198746763
True,13.087,42.505,125.86,80.0,rampup2,556.262935,0.010384488448844884,0.6222147445434234
True,13.149,42.526,126.459,80.0,rampup2,559.1743740000001,0.01043391089108911,0.6219209358832313
True,13.177,42.533,126.731,80.0,rampup2,560.457341,0.010456353135313531,0.6218318942493787
True,13.213,42.544,127.077,80.0,rampup2,562.1338719999999,0.01048490099009901,0.6216699747280129
True,13.266,42.567,127.585,80.0,rampup2,564.693822,0.010526815181518151,0.6213256393656809
True,13.302,42.572,127.934,80.0,rampup2,566.292744,0.010555610561056106,0.6212661273300722
True,13.338,42.584,128.281,80.0,rampup2,567.985392,0.01058424092409241,0.6210947587187242
True,13.375,42.59,128.629,80.0,rampup2,569.64125,0.010612953795379538,0.6209693381580073
True,13.432,42.606,129.181,80.0,rampup2,572.2837920000001,0.010658498349834985,0.620754518939792
True,13.449,42.614,129.347,80.0,rampup2,573.115686,0.010672194719471948,0.6206499990998328
True,13.492,42.627,129.756,80.0,rampup2,575.1234840000001,0.010705940594059406,0.6204389316851473
True,13.552,42.644,130.333,80.0,rampup2,577.911488,0.010753547854785479,0.6201914262690691
True,13.564,42.648,130.451,80.0,rampup2,578.477472,0.010763283828382838,0.6201455845111977
True,13.622,42.666,131.009,80.0,rampup2,581.196252,0.010809323432343233,0.6198848474335997
True,13.674,42.683,131.513,80.0,rampup2,583.647342,0.010850907590759077,0.6196562958047361
True,13.703,42.69,131.784,80.0,rampup2,584.9810699999999,0.010873267326732673,0.6195174828477783
True,13.759,42.711,132.326,80.0,rampup2,587.660649,0.010917986798679868,0.6192289727400141
True,13.805,42.72,132.766,80.0,rampup2,589.7496,0.010954290429042904,0.619087321127475
True,13.833,42.724,133.042,80.0,rampup2,591.001092,0.010977062706270628,0.619060615881231
True,13.892,42.744,133.604,80.0,rampup2,593.7996479999999,0.011023432343234324,0.6187457355986846
True,13.939,42.751,134.057,80.0,rampup2,595.9061889999999,0.011060808580858084,0.6186489699303995
True,13.955,42.756,134.21,80.0,rampup2,596.65998,0.011073432343234324,0.6185725746177916
True,14.017,42.776,134.81,80.0,rampup2,599.591192,0.011122937293729374,0.6183004436129208
True,14.055,42.793,135.169,80.0,rampup2,601.455615,0.011152557755775578,0.6180252386537284
True,14.076,42.797,135.375,80.0,rampup2,602.410572,0.011169554455445544,0.6179859174184611
True,14.123,42.803,135.823,80.0,rampup2,604.506769,0.011206518151815182,0.6178810050677861
True,14.203,42.831,136.596,80.0,rampup2,608.328693,0.011270297029702971,0.6174934773296975
True,14.226,42.837,136.817,80.0,rampup2,609.399162,0.011288531353135314,0.61740608366639
True,14.262,42.843,137.16,80.0,rampup2,611.026866,0.011316831683168316,0.6173050989872514
True,14.33,42.865,137.819,80.0,rampup2,614.25545,0.011371204620462046,0.6170108055207324
True,14.357,42.873,138.079,80.0,rampup2,615.527661,0.011392656765676568,0.6168971340509749
True,14.392,42.885,138.41,80.0,rampup2,617.20092,0.011419966996699669,0.6166995020033346
True,14.47,42.905,139.168,80.0,rampup2,620.8353500000001,0.011482508250825084,0.6164468566424254
True,14.488,42.909,139.341,80.0,rampup2,621.665592,0.011496782178217823,0.6163888671515859
True,14.514,42.913,139.585,80.0,rampup2,622.8392819999999,0.011516914191419142,0.6163046569050538
True,14.594,42.939,140.36,80.0,rampup2,626.651766,0.011580858085808582,0.6159561353570016
True,14.621,42.944,140.616,80.0,rampup2,627.884224,0.011601980198019803,0.6158683165130775
True,14.686,42.964,141.24,80.0,rampup2,630.969304,0.011653465346534653,0.6155766968974453
True,14.729,42.974,141.659,80.0,rampup2,632.9640459999999,0.011688036303630363,0.6154571534699778
True,14.753,42.981,141.889,80.0,rampup2,634.098693,0.011707013201320133,0.6153533421649869
True,14.813,42.995,142.463,80.0,rampup2,636.884935,0.01175437293729373,0.6151397661808407
True,14.831,42.996,142.635,80.0,rampup2,637.673676,0.011768564356435644,0.6151206561645802
True,14.871,43.008,143.024,80.0,rampup2,639.5719680000001,0.0118006600660066,0.6149675402909466
True,14.938,43.03,143.661,80.0,rampup2,642.78214,0.011853217821782178,0.614621541911541
True,14.974,43.036,144.007,80.0,rampup2,644.421064,0.011881765676567657,0.6145349246374107
True,15.017,43.047,144.425,80.0,rampup2,646.436799,0.011916254125412543,0.6143968762520898
True,15.074,43.068,144.971,80.0,rampup2,649.2070319999999,0.011961303630363037,0.6140880032858301
True,15.128,43.081,145.496,80.0,rampup2,651.729368,0.012004620462046206,0.6139266076467494
True,15.162,43.093,145.815,80.0,rampup2,653.376066,0.012030940594059406,0.6137219755460095
True,15.21,43.101,146.284,80.0,rampup2,655.5662100000001,0.01206963696369637,0.613639009856838
